valor,elemento,foil,tipoCarta,colecao
2.52,,Normal,Trainer – Supporter,Raio Preto
11.05,,Pokeball Foil,Trainer – Supporter,Raio Preto
3.95,,Normal,Trainer – Supporter,Raio Preto
3.89,,Normal,Trainer – Supporter,Raio Preto
11.27,,Pokeball Foil,Trainer – Supporter,Raio Preto
3.61,,Normal,Trainer – Supporter,Raio Preto
5.39,,Foil,Trainer – Supporter,Raio Preto
11.59,,Pokeball Foil,Trainer – Supporter,Raio Preto
10.99,,Pokeball Foil,Trainer – Supporter,Raio Preto
2.68,,Normal,Trainer – Supporter,Raio Preto
2.0,,Normal,Trainer – Supporter,Raio Preto
4.91,,Foil,Trainer – Supporter,Raio Preto
6.46,,Foil,Trainer – Supporter,Raio Preto
6.36,,Normal,Trainer – Supporter,Raio Preto
6.32,,Normal,Trainer – Supporter,Raio Preto
14.47,,Foil,Trainer – Supporter,Raio Preto
21.84,,Reverse Foil,Trainer – Supporter,Raio Preto
10.33,,Foil,Trainer – Supporter,Raio Preto
10.65,,Foil,Trainer – Supporter,Raio Preto
23.63,,Pokeball Foil,Trainer – Supporter,Raio Preto
4.34,,Normal,Trainer – Supporter,Raio Preto
16.45,,Foil,Trainer – Supporter,Raio Preto
23.52,,Pokeball Foil,Trainer – Supporter,Raio Preto
2.5,,Normal,Trainer – Supporter,Raio Preto
2.13,,Normal,Trainer – Supporter,Raio Preto
12.02,,Foil,Trainer – Supporter,Raio Preto
25.2,,Pokeball Foil,Trainer – Supporter,Raio Preto
17.13,,Reverse Foil,Trainer – Supporter,Raio Preto
16.12,,Foil,Trainer – Supporter,Raio Preto
26.59,,Pokeball Foil,Trainer – Supporter,Raio Preto
6.41,,Normal,Trainer – Supporter,Raio Preto
15.69,,Foil,Trainer – Supporter,Raio Preto
2.78,,Normal,Trainer – Supporter,Raio Preto
10.43,,Foil,Trainer – Supporter,Raio Preto
1.0,,Normal,Trainer – Supporter,Raio Preto
7.44,,Normal,Trainer – Supporter,Raio Preto
14.89,,Foil,Trainer – Supporter,Raio Preto
2.99,,Normal,Trainer – Supporter,Raio Preto
6.99,,Normal,Trainer – Supporter,Raio Preto
5.5,,Normal,Trainer – Supporter,Raio Preto
17.25,,Reverse Foil,Trainer – Supporter,Raio Preto
13.83,,Foil,Trainer – Supporter,Raio Preto
16.3,,Foil,Trainer – Supporter,Raio Preto
18.23,,Reverse Foil,Trainer – Supporter,Raio Preto
0.46,,Normal,Trainer – Supporter,Raio Preto
4.89,,Normal,Trainer – Supporter,Raio Preto
22.04,,Reverse Foil,Trainer – Supporter,Raio Preto
3.43,,Normal,Trainer – Supporter,Raio Preto
16.03,,Foil,Trainer – Supporter,Raio Preto
25.49,,Pokeball Foil,Trainer – Supporter,Raio Preto
26.48,,Pokeball Foil,Trainer – Supporter,Raio Preto
3.93,,Normal,Trainer – Supporter,Raio Preto
12.38,,Foil,Trainer – Supporter,Raio Preto
13.28,,Foil,Trainer – Supporter,Raio Preto
13.06,,Foil,Trainer – Supporter,Raio Preto
2.36,,Normal,Trainer – Supporter,Raio Preto
5.68,,Normal,Trainer – Supporter,Raio Preto
10.55,,Foil,Trainer – Supporter,Raio Preto
25.08,,Pokeball Foil,Trainer – Supporter,Raio Preto
23.4,,Pokeball Foil,Trainer – Supporter,Raio Preto
7.79,,Normal,Trainer – Supporter,Raio Preto
16.51,,Foil,Trainer – Supporter,Raio Preto
18.75,,Reverse Foil,Trainer – Supporter,Raio Preto
11.92,,Foil,Trainer – Supporter,Raio Preto
9.7,,Normal,Trainer – Supporter,Raio Preto
15.47,,Foil,Trainer – Supporter,Raio Preto
14.48,,Foil,Trainer – Supporter,Raio Preto
14.31,,Foil,Trainer – Supporter,Raio Preto
10.05,,Normal,Trainer – Supporter,Raio Preto
17.24,,Reverse Foil,Trainer – Supporter,Raio Preto
6.14,,Normal,Trainer – Supporter,Raio Preto
1.79,,Normal,Trainer – Supporter,Raio Preto
9.34,,Normal,Trainer – Supporter,Raio Preto
22.65,,Reverse Foil,Trainer – Supporter,Raio Preto
16.86,,Foil,Trainer – Supporter,Raio Preto
22.28,,Reverse Foil,Trainer – Supporter,Raio Preto
1.19,,Normal,Trainer – Supporter,Raio Preto
20.31,,Reverse Foil,Trainer – Supporter,Raio Preto
9.54,,Normal,Trainer – Supporter,Raio Preto
10.52,,Foil,Trainer – Supporter,Raio Preto
8.3,,Normal,Trainer – Supporter,Raio Preto
13.86,,Foil,Trainer – Supporter,Raio Preto
10.27,,Foil,Trainer – Supporter,Raio Preto
19.77,,Reverse Foil,Trainer – Supporter,Raio Preto
23.91,,Pokeball Foil,Trainer – Supporter,Raio Preto
18.85,,Reverse Foil,Trainer – Supporter,Raio Preto
21.9,,Reverse Foil,Trainer – Supporter,Raio Preto
5.5,,Normal,Trainer – Supporter,Raio Preto
19.98,,Reverse Foil,Trainer – Supporter,Raio Preto
13.77,,Foil,Trainer – Supporter,Raio Preto
19.33,,Reverse Foil,Trainer – Supporter,Raio Preto
26.68,,Pokeball Foil,Trainer – Supporter,Raio Preto
5.42,,Normal,Trainer – Supporter,Raio Preto
23.96,,Pokeball Foil,Trainer – Supporter,Raio Preto
5.62,,Normal,Trainer – Supporter,Raio Preto
5.05,,Normal,Trainer – Supporter,Raio Preto
8.94,,Normal,Trainer – Supporter,Raio Preto
4.53,,Normal,Trainer – Supporter,Raio Preto
16.49,,Foil,Trainer – Supporter,Raio Preto
17.28,,Reverse Foil,Trainer – Supporter,Raio Preto
21.98,,Reverse Foil,Trainer – Supporter,Raio Preto
17.14,,Reverse Foil,Trainer – Supporter,Raio Preto
15.3,,Foil,Trainer – Supporter,Raio Preto
23.18,,Pokeball Foil,Trainer – Supporter,Raio Preto
2.2,,Normal,Trainer – Supporter,Raio Preto
22.95,,Reverse Foil,Trainer – Supporter,Raio Preto
11.18,,Foil,Trainer – Supporter,Raio Preto
8.03,,Normal,Trainer – Supporter,Raio Preto
23.44,,Pokeball Foil,Trainer – Supporter,Raio Preto
1.98,,Normal,Trainer – Supporter,Raio Preto
25.76,,Pokeball Foil,Trainer – Supporter,Raio Preto
4.48,,Normal,Trainer – Supporter,Raio Preto
26.83,,Pokeball Foil,Trainer – Supporter,Raio Preto
901.63,,Pokeball Foil,Trainer – Supporter,Raio Preto
389.99,,Foil,Trainer – Supporter,Raio Preto
662.7,,Reverse Foil,Trainer – Supporter,Raio Preto
271.22,,Normal,Trainer – Supporter,Raio Preto
228.7,,Normal,Trainer – Supporter,Raio Preto
687.64,,Reverse Foil,Trainer – Supporter,Raio Preto
315.29,,Normal,Trainer – Supporter,Raio Preto
769.97,,Reverse Foil,Trainer – Supporter,Raio Preto
966.9,,Pokeball Foil,Trainer – Supporter,Raio Preto
534.97,,Foil,Trainer – Supporter,Raio Preto
873.99,,Pokeball Foil,Trainer – Supporter,Raio Preto
460.99,,Foil,Trainer – Supporter,Raio Preto
284.44,,Normal,Trainer – Supporter,Raio Preto
307.06,,Normal,Trainer – Supporter,Raio Preto
578.06,,Foil,Trainer – Supporter,Raio Preto
803.09,,Reverse Foil,Trainer – Supporter,Raio Preto
414.71,,Foil,Trainer – Supporter,Raio Preto
665.52,,Reverse Foil,Trainer – Supporter,Raio Preto
543.03,,Foil,Trainer – Supporter,Raio Preto
843.92,,Pokeball Foil,Trainer – Supporter,Raio Preto
892.34,,Pokeball Foil,Trainer – Supporter,Raio Preto
969.95,,Pokeball Foil,Trainer – Supporter,Raio Preto
33.26,,Foil,Trainer – Supporter,Raio Preto
67.37,,Pokeball Foil,Trainer – Supporter,Raio Preto
71.92,,Pokeball Foil,Trainer – Supporter,Raio Preto
24.96,,Normal,Trainer – Supporter,Raio Preto
70.71,,Pokeball Foil,Trainer – Supporter,Raio Preto
58.21,,Reverse Foil,Trainer – Supporter,Raio Preto
60.71,,Reverse Foil,Trainer – Supporter,Raio Preto
64.78,,Pokeball Foil,Trainer – Supporter,Raio Preto
33.07,,Foil,Trainer – Supporter,Raio Preto
40.46,,Foil,Trainer – Supporter,Raio Preto
24.63,,Normal,Trainer – Supporter,Raio Preto
57.11,,Reverse Foil,Trainer – Supporter,Raio Preto
32.17,,Foil,Trainer – Supporter,Raio Preto
66.03,,Pokeball Foil,Trainer – Supporter,Raio Preto
33.84,,Foil,Trainer – Supporter,Raio Preto
35.15,,Foil,Trainer – Supporter,Raio Preto
34.62,,Foil,Trainer – Supporter,Raio Preto
24.83,,Normal,Trainer – Supporter,Raio Preto
68.71,,Pokeball Foil,Trainer – Supporter,Raio Preto
43.54,,Foil,Trainer – Supporter,Raio Preto
63.84,,Pokeball Foil,Trainer – Supporter,Raio Preto
24.05,,Normal,Trainer – Supporter,Raio Preto
32.58,,Foil,Trainer – Supporter,Raio Preto
61.26,,Reverse Foil,Trainer – Supporter,Raio Preto
24.76,,Normal,Trainer – Supporter,Raio Preto
40.7,,Foil,Trainer – Supporter,Raio Preto
24.09,,Normal,Trainer – Supporter,Raio Preto
30.05,,Foil,Trainer – Supporter,Raio Preto
32.08,,Foil,Trainer – Supporter,Raio Preto
24.03,,Normal,Trainer – Supporter,Raio Preto
36.6,,Foil,Trainer – Supporter,Raio Preto
65.51,,Pokeball Foil,Trainer – Supporter,Raio Preto
33.27,,Foil,Trainer – Supporter,Raio Preto
50.56,,Reverse Foil,Trainer – Supporter,Raio Preto
61.27,,Reverse Foil,Trainer – Supporter,Raio Preto
20.22,,Normal,Trainer – Supporter,Raio Preto
64.19,,Pokeball Foil,Trainer – Supporter,Raio Preto
21.38,,Foil,Trainer – Supporter,Raio Preto
3.46,,Normal,Trainer – Supporter,Raio Preto
9.23,,Normal,Trainer – Supporter,Raio Preto
18.29,,Foil,Trainer – Supporter,Raio Preto
20.92,,Foil,Trainer – Supporter,Raio Preto
6.15,,Normal,Trainer – Supporter,Raio Preto
20.79,,Foil,Trainer – Supporter,Raio Preto
14.84,,Foil,Trainer – Supporter,Raio Preto
33.32,,Pokeball Foil,Trainer – Supporter,Raio Preto
33.14,,Pokeball Foil,Trainer – Supporter,Raio Preto
6.81,,Normal,Trainer – Supporter,Raio Preto
22.01,,Reverse Foil,Trainer – Supporter,Raio Preto
29.1,,Reverse Foil,Trainer – Supporter,Raio Preto
33.3,,Pokeball Foil,Trainer – Supporter,Raio Preto
22.69,,Reverse Foil,Trainer – Supporter,Raio Preto
12.25,,Normal,Trainer – Supporter,Raio Preto
22.65,,Reverse Foil,Trainer – Supporter,Raio Preto
13.25,,Normal,Trainer – Supporter,Raio Preto
12.71,,Normal,Trainer – Supporter,Raio Preto
18.13,,Foil,Trainer – Supporter,Raio Preto
14.24,,Foil,Trainer – Supporter,Raio Preto
21.68,,Foil,Trainer – Supporter,Raio Preto
14.46,,Foil,Trainer – Supporter,Raio Preto
17.21,,Foil,Trainer – Supporter,Raio Preto
32.97,,Pokeball Foil,Trainer – Supporter,Raio Preto
22.43,,Reverse Foil,Trainer – Supporter,Raio Preto
12.0,,Normal,Trainer – Supporter,Raio Preto
19.8,,Foil,Trainer – Supporter,Raio Preto
26.12,,Reverse Foil,Trainer – Supporter,Raio Preto
27.64,,Reverse Foil,Trainer – Supporter,Raio Preto
17.64,,Foil,Trainer – Supporter,Raio Preto
21.03,,Foil,Trainer – Supporter,Raio Preto
18.08,,Foil,Trainer – Supporter,Raio Preto
14.62,,Foil,Trainer – Supporter,Raio Preto
26.15,,Reverse Foil,Trainer – Supporter,Raio Preto
23.63,,Reverse Foil,Trainer – Supporter,Raio Preto
5.72,,Normal,Trainer – Supporter,Raio Preto
32.63,,Pokeball Foil,Trainer – Supporter,Raio Preto
25.33,,Reverse Foil,Trainer – Supporter,Raio Preto
24.18,,Reverse Foil,Trainer – Supporter,Raio Preto
28.47,,Reverse Foil,Trainer – Supporter,Raio Preto
13.29,,Normal,Trainer – Supporter,Raio Preto
25.98,,Reverse Foil,Trainer – Supporter,Raio Preto
33.38,,Pokeball Foil,Trainer – Supporter,Raio Preto
23.05,,Reverse Foil,Trainer – Supporter,Raio Preto
3.96,,Normal,Trainer – Supporter,Raio Preto
1.99,,Normal,Trainer – Supporter,Raio Preto
8.84,,Normal,Trainer – Supporter,Raio Preto
32.67,,Pokeball Foil,Trainer – Supporter,Raio Preto
8.19,,Normal,Trainer – Supporter,Raio Preto
27.97,,Reverse Foil,Trainer – Supporter,Raio Preto
31.5,,Pokeball Foil,Trainer – Supporter,Raio Preto
29.93,,Pokeball Foil,Trainer – Supporter,Raio Preto
24.68,,Reverse Foil,Trainer – Supporter,Raio Preto
17.18,,Foil,Trainer – Supporter,Raio Preto
16.67,,Foil,Trainer – Supporter,Raio Preto
5.17,,Normal,Trainer – Supporter,Raio Preto
7.68,,Normal,Trainer – Supporter,Raio Preto
15.31,,Foil,Trainer – Supporter,Raio Preto
25.17,,Reverse Foil,Trainer – Supporter,Raio Preto
13.13,,Normal,Trainer – Supporter,Raio Preto
15.6,,Foil,Trainer – Supporter,Raio Preto
31.39,,Pokeball Foil,Trainer – Supporter,Raio Preto
33.77,,Pokeball Foil,Trainer – Supporter,Raio Preto
23.22,,Reverse Foil,Trainer – Supporter,Raio Preto
31.19,,Pokeball Foil,Trainer – Supporter,Raio Preto
32.0,,Pokeball Foil,Trainer – Supporter,Raio Preto
24.66,,Reverse Foil,Trainer – Supporter,Raio Preto
3.04,,Normal,Trainer – Supporter,Raio Preto
3.16,,Normal,Trainer – Supporter,Raio Preto
13.91,,Foil,Trainer – Supporter,Raio Preto
13.98,,Foil,Trainer – Supporter,Raio Preto
29.88,,Pokeball Foil,Trainer – Supporter,Raio Preto
8.58,,Normal,Trainer – Supporter,Raio Preto
24.89,,Reverse Foil,Trainer – Supporter,Raio Preto
7.86,,Normal,Trainer – Supporter,Raio Preto
34.94,,Pokeball Foil,Trainer – Supporter,Raio Preto
6.51,,Normal,Trainer – Supporter,Raio Preto
29.12,,Reverse Foil,Trainer – Supporter,Raio Preto
24.74,,Reverse Foil,Trainer – Supporter,Raio Preto
17.51,,Foil,Trainer – Supporter,Raio Preto
2.18,,Normal,Trainer – Supporter,Raio Preto
8.14,,Normal,Trainer – Supporter,Raio Preto
26.94,,Reverse Foil,Trainer – Supporter,Raio Preto
29.73,,Reverse Foil,Trainer – Supporter,Raio Preto
29.93,,Pokeball Foil,Trainer – Supporter,Raio Preto
17.27,,Foil,Trainer – Supporter,Raio Preto
0.82,,Normal,Trainer – Supporter,Amigos da Jornada
2.06,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
0.97,,Foil,Trainer – Supporter,Amigos da Jornada
2.12,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
1.61,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
0.97,,Foil,Trainer – Supporter,Amigos da Jornada
1.25,,Foil,Trainer – Supporter,Amigos da Jornada
0.64,,Normal,Trainer – Supporter,Amigos da Jornada
1.87,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
0.62,,Normal,Trainer – Supporter,Amigos da Jornada
0.35,,Normal,Trainer – Supporter,Amigos da Jornada
1.67,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
1.63,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
2.38,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
1.2,,Foil,Trainer – Supporter,Amigos da Jornada
2.23,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
0.4,,Normal,Trainer – Supporter,Amigos da Jornada
2.48,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
2.37,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
0.44,,Normal,Trainer – Supporter,Amigos da Jornada
0.35,,Normal,Trainer – Supporter,Amigos da Jornada
2.38,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
2.38,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
1.4,,Foil,Trainer – Supporter,Amigos da Jornada
1.21,,Foil,Trainer – Supporter,Amigos da Jornada
0.79,,Normal,Trainer – Supporter,Amigos da Jornada
0.32,,Normal,Trainer – Supporter,Amigos da Jornada
1.78,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
2.21,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
1.49,,Foil,Trainer – Supporter,Amigos da Jornada
1.25,,Foil,Trainer – Supporter,Amigos da Jornada
1.33,,Foil,Trainer – Supporter,Amigos da Jornada
0.91,,Normal,Trainer – Supporter,Amigos da Jornada
2.02,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
2.45,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
0.46,,Normal,Trainer – Supporter,Amigos da Jornada
1.96,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
1.7,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
0.52,,Normal,Trainer – Supporter,Amigos da Jornada
2.34,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
0.81,,Normal,Trainer – Supporter,Amigos da Jornada
0.89,,Normal,Trainer – Supporter,Amigos da Jornada
0.47,,Normal,Trainer – Supporter,Amigos da Jornada
0.93,,Normal,Trainer – Supporter,Amigos da Jornada
2.32,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
0.66,,Normal,Trainer – Supporter,Amigos da Jornada
0.96,,Foil,Trainer – Supporter,Amigos da Jornada
0.62,,Normal,Trainer – Supporter,Amigos da Jornada
1.68,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
0.27,,Normal,Trainer – Supporter,Amigos da Jornada
2.25,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
0.81,,Normal,Trainer – Supporter,Amigos da Jornada
0.63,,Normal,Trainer – Supporter,Amigos da Jornada
1.52,,Foil,Trainer – Supporter,Amigos da Jornada
1.81,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
0.33,,Normal,Trainer – Supporter,Amigos da Jornada
1.83,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
0.59,,Normal,Trainer – Supporter,Amigos da Jornada
1.38,,Foil,Trainer – Supporter,Amigos da Jornada
0.61,,Normal,Trainer – Supporter,Amigos da Jornada
1.2,,Foil,Trainer – Supporter,Amigos da Jornada
1.13,,Foil,Trainer – Supporter,Amigos da Jornada
0.77,,Normal,Trainer – Supporter,Amigos da Jornada
1.52,,Foil,Trainer – Supporter,Amigos da Jornada
1.71,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
1.43,,Foil,Trainer – Supporter,Amigos da Jornada
0.17,,Normal,Trainer – Supporter,Amigos da Jornada
1.76,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
0.19,,Normal,Trainer – Supporter,Amigos da Jornada
1.1,,Foil,Trainer – Supporter,Amigos da Jornada
1.35,,Foil,Trainer – Supporter,Amigos da Jornada
1.7,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
0.33,,Normal,Trainer – Supporter,Amigos da Jornada
1.65,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
2.31,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
0.5,,Normal,Trainer – Supporter,Amigos da Jornada
1.03,,Foil,Trainer – Supporter,Amigos da Jornada
1.78,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
2.31,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
2.04,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
1.21,,Foil,Trainer – Supporter,Amigos da Jornada
1.84,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
1.37,,Foil,Trainer – Supporter,Amigos da Jornada
2.4,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
0.71,,Normal,Trainer – Supporter,Amigos da Jornada
1.91,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
1.93,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
1.08,,Foil,Trainer – Supporter,Amigos da Jornada
1.71,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
2.2,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
2.38,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
1.92,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
1.06,,Foil,Trainer – Supporter,Amigos da Jornada
1.42,,Foil,Trainer – Supporter,Amigos da Jornada
0.7,,Normal,Trainer – Supporter,Amigos da Jornada
1.06,,Foil,Trainer – Supporter,Amigos da Jornada
0.24,,Normal,Trainer – Supporter,Amigos da Jornada
2.29,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
1.52,,Foil,Trainer – Supporter,Amigos da Jornada
1.78,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
1.51,,Foil,Trainer – Supporter,Amigos da Jornada
0.34,,Normal,Trainer – Supporter,Amigos da Jornada
0.95,,Normal,Trainer – Supporter,Amigos da Jornada
1.13,,Foil,Trainer – Supporter,Amigos da Jornada
2.39,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
1.23,,Foil,Trainer – Supporter,Amigos da Jornada
1.64,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
0.29,,Normal,Trainer – Supporter,Amigos da Jornada
2.18,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
0.38,,Normal,Trainer – Supporter,Amigos da Jornada
2.36,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
1.4,,Foil,Trainer – Supporter,Amigos da Jornada
0.21,,Normal,Trainer – Supporter,Amigos da Jornada
0.86,,Normal,Trainer – Supporter,Amigos da Jornada
1.25,,Foil,Trainer – Supporter,Amigos da Jornada
0.98,,Foil,Trainer – Supporter,Amigos da Jornada
2.07,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
2.8,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
3.27,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
3.63,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
1.46,,Normal,Trainer – Supporter,Amigos da Jornada
1.17,,Normal,Trainer – Supporter,Amigos da Jornada
1.02,,Normal,Trainer – Supporter,Amigos da Jornada
3.12,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
3.0,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
3.47,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
3.65,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
3.74,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
3.4,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
0.2,,Normal,Trainer – Supporter,Amigos da Jornada
0.23,,Normal,Trainer – Supporter,Amigos da Jornada
3.36,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
3.63,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
2.02,,Foil,Trainer – Supporter,Amigos da Jornada
3.19,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
2.92,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
0.64,,Normal,Trainer – Supporter,Amigos da Jornada
1.29,,Normal,Trainer – Supporter,Amigos da Jornada
1.61,,Foil,Trainer – Supporter,Amigos da Jornada
2.06,,Foil,Trainer – Supporter,Amigos da Jornada
2.38,,Foil,Trainer – Supporter,Amigos da Jornada
1.58,,Foil,Trainer – Supporter,Amigos da Jornada
1.57,,Foil,Trainer – Supporter,Amigos da Jornada
3.84,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
3.04,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
3.52,,Pokeball Foil,Trainer – Supporter,Amigos da Jornada
2.83,,Reverse Foil,Trainer – Supporter,Amigos da Jornada
2.43,,Foil,Trainer – Supporter,Amigos da Jornada
1.24,,Normal,Trainer – Supporter,Amigos da Jornada
